NO,MOVIE_NM,DRCTR_NM,MAKR_NM,INCME_CMPNY_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM
6,거룩한 밤: 데몬 헌터스,임대희,"주식회사 빅펀치픽쳐스,(주)노바필름",,롯데컬처웍스(주)롯데엔터테인먼트,20250430,개봉영화,장편,한국,1097,972651300,121309,255148100,30451,액션,15세이상관람가,일반영화
7,썬더볼츠＊,제이크 슈레이어,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,20250430,개봉영화,장편,미국,1274,915362610,101423,341236650,35374,액션,12세이상관람가,일반영화
13,파과,민규동,(주)수필름,,(주)넥스트엔터테인먼트월드(NEW),20250430,개봉영화,장편,한국,746,347835200,42778,149458000,17721,액션,15세이상관람가,일반영화
35,해피엔드,소라 네오,,(주)영화사 진진,"(주)영화사 진진,(주)스튜디오 산타클로스엔터테인먼트",20250430,개봉영화,장편,일본,111,84759300,9073,66778800,6806,드라마,15세이상관람가,독립/예술영화
49,쫑알쫑알 똘똘이: 이상한 마을 대모험,이상호,(주)크레이지버드스튜디오,,(주)크레이지버드스튜디오,20250430,개봉영화,장편,한국,213,17755000,2144,7779800,948,애니메이션,전체관람가,일반영화
62,달팽이의 회고록,아담 엘리어트,,해피송,해피송,20250430,개봉영화,장편,호주,50,9490800,1270,7737600,1015,애니메이션,15세이상관람가,독립/예술영화
70,볼레로: 불멸의 선율,안느 퐁텐,,찬란,찬란,20250430,개봉영화,장편,프랑스,37,7620100,922,5903900,701,드라마,12세이상관람가,독립/예술영화
4,썬더볼츠＊,제이크 슈레이어,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,20250430,개봉영화,장편,미국,1274,8343968950,818769,2743481050,253070,액션,12세이상관람가,일반영화
5,거룩한 밤: 데몬 헌터스,임대희,"주식회사 빅펀치픽쳐스,(주)노바필름",,롯데컬처웍스(주)롯데엔터테인먼트,20250430,개봉영화,장편,한국,1097,6230473900,655989,1172484600,118196,액션,15세이상관람가,일반영화
6,파과,민규동,(주)수필름,,(주)넥스트엔터테인먼트월드(NEW),20250430,개봉영화,장편,한국,746,4865845600,502936,1471900680,144636,액션,15세이상관람가,일반영화
10,해피엔드,소라 네오,,(주)영화사 진진,"(주)영화사 진진,(주)스튜디오 산타클로스엔터테인먼트",20250430,개봉영화,장편,일본,111,916531750,93605,570095690,57050,드라마,15세이상관람가,독립/예술영화
16,쫑알쫑알 똘똘이: 이상한 마을 대모험,이상호,(주)크레이지버드스튜디오,,(주)크레이지버드스튜디오,20250430,개봉영화,장편,한국,213,349664300,37811,58005100,6286,애니메이션,전체관람가,일반영화
37,볼레로: 불멸의 선율,안느 퐁텐,,찬란,찬란,20250430,개봉영화,장편,프랑스,37,56379600,6503,36720900,4007,드라마,12세이상관람가,독립/예술영화
44,달팽이의 회고록,아담 엘리어트,,해피송,해피송,20250430,개봉영화,장편,호주,50,39550660,4261,22891900,2315,애니메이션,15세이상관람가,독립/예술영화
80,리셋,배민,,,(주)빅브라더스,20250430,개봉영화,장편,캐나다,12,4866300,523,3288400,321,다큐멘터리,12세이상관람가,독립/예술영화
34,해피엔드,소라 네오,,(주)영화사 진진,"(주)영화사 진진,(주)스튜디오 산타클로스엔터테인먼트",20250430,개봉영화,장편,일본,111,75524850,8023,51032150,5132,드라마,15세이상관람가,독립/예술영화
3,A MINECRAFT MOVIE 마인크래프트 무비,자레드 헤스,,워너브러더스 코리아(주),워너브러더스 코리아(주),20250426,개봉영화,장편,미국,1450,4019940940,423665,825889610,81001,어드벤처,12세이상관람가,일반영화
32,스노우 폭스2: 몬스터타운 구하기,,,(주)히스토리필름,(주)팝엔터테인먼트,20250426,개봉영화,장편,미국,209,83780800,10624,11244600,1597,애니메이션,전체관람가,일반영화
3,A MINECRAFT MOVIE 마인크래프트 무비,자레드 헤스,,워너브러더스 코리아(주),워너브러더스 코리아(주),20250426,개봉영화,장편,미국,1450,8637220530,925266,1593007750,161132,어드벤처,12세이상관람가,일반영화
19,스노우 폭스2: 몬스터타운 구하기,,,(주)히스토리필름,(주)팝엔터테인먼트,20250426,개봉영화,장편,미국,209,246387200,30190,34596200,4364,애니메이션,전체관람가,일반영화
42,"극장판 뱅드림! 잇츠 마이고!!!!! 전편: 봄의 양지, 방황하는 고양이",카키모토 코다이,,(주)애니플러스,(주)애니플러스,20250424,개봉영화,장편,일본,77,39041200,4160,17482700,1750,애니메이션,전체관람가,일반영화
84,라르고 윈치: 프라이스 오브 머니,올리비에 마세-드파스,,주식회사 풍경소리,와이드 릴리즈(주),20250424,개봉영화,장편,프랑스,24,4707000,611,717300,88,액션,15세이상관람가,일반영화
45,"극장판 뱅드림! 잇츠 마이고!!!!! 전편: 봄의 양지, 방황하는 고양이",카키모토 코다이,,(주)애니플러스,(주)애니플러스,20250424,개봉영화,장편,일본,77,34733500,3738,18756700,1889,애니메이션,전체관람가,일반영화
11,압수수색: 내란의 시작,김용진,뉴스타파 필름,,영화로운 형제,20250423,개봉영화,장편,한국,278,491185600,51643,163426820,16959,다큐멘터리,12세이상관람가,독립/예술영화
36,우리가 빛이라 상상하는 모든 것,파얄 카파디아,,그린나래미디어(주),"그린나래미디어(주),(주)레드아이스 엔터테인먼트",20250423,개봉영화,장편,인도,63,72264200,7606,48367100,4986,드라마,15세이상관람가,독립/예술영화
37,드롭,크리스토퍼 랜던,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),20250423,개봉영화,장편,미국,176,55255200,6380,22585900,2769,스릴러,15세이상관람가,일반영화
43,"아도 스페셜 라이브 \신조우\"" 인 시네마""",,,(주)얼리버드픽쳐스,와이드 릴리즈(주),20250423,개봉영화,장편,일본,55,72841000,3167,27922000,1214,공연,전체관람가,일반영화
51,곤돌라,바이트 헬머,,(주)태양미디어그룹,"(주)플레이그램,(주)태양미디어그룹",20250423,개봉영화,장편,독일,38,19738800,2052,13061800,1323,멜로/로맨스,12세이상관람가,독립/예술영화
52,이제 다시 시작하려고 해,호나스 트루에바,,엠엔엠인터내셔널(주),엠엔엠인터내셔널(주),20250423,개봉영화,장편,스페인,44,18619000,1989,11860800,1227,드라마,15세이상관람가,독립/예술영화
29,압수수색: 내란의 시작,김용진,뉴스타파 필름,,영화로운 형제,20250423,개봉영화,장편,한국,278,121997000,12575,58912800,5760,다큐멘터리,12세이상관람가,독립/예술영화
32,우리가 빛이라 상상하는 모든 것,파얄 카파디아,,그린나래미디어(주),"그린나래미디어(주),(주)레드아이스 엔터테인먼트",20250423,개봉영화,장편,인도,63,79798000,8444,54462900,5411,드라마,15세이상관람가,독립/예술영화
58,이제 다시 시작하려고 해,호나스 트루에바,,엠엔엠인터내셔널(주),엠엔엠인터내셔널(주),20250423,개봉영화,장편,스페인,44,13756800,1589,8173900,842,드라마,15세이상관람가,독립/예술영화
60,"아도 스페셜 라이브 \신조우\"" 인 시네마""",,,(주)얼리버드픽쳐스,와이드 릴리즈(주),20250423,개봉영화,장편,일본,55,29164000,1268,12443000,541,공연,전체관람가,일반영화
61,곤돌라,바이트 헬머,,(주)태양미디어그룹,"(주)플레이그램,(주)태양미디어그룹",20250423,개봉영화,장편,독일,38,10866500,1171,7384600,757,멜로/로맨스,12세이상관람가,독립/예술영화
71,하루 또 하루,박용기,"(주)에이튠라이브,대호필름",,주식회사 블루필름웍스,20250417,개봉영화,장편,한국,12,8234200,893,5306000,590,드라마,12세이상관람가,일반영화
1,야당,황병국,(주)하이브미디어코프,,메가박스중앙(주) 플러스엠 엔터테인먼트,20250416,개봉영화,장편,한국,1850,17335200590,1841518,4113483660,422292,범죄,청소년관람불가,일반영화
14,브리짓 존스의 일기: 뉴 챕터,마이클 모리스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),20250416,개봉영화,장편,영국,495,383053120,41837,150299360,16162,코미디,15세이상관람가,일반영화
21,마리아,파블로 라라인,,판씨네마(주),판씨네마(주),20250416,개봉영화,장편,영국,273,193152460,21476,105227260,11340,드라마,15세이상관람가,독립/예술영화
27,사유리,시라이시 코지,,"(주)영화사조아,(주)트리플픽쳐스",(주)트리플픽쳐스,20250416,개봉영화,장편,일본,191,128014300,13407,35753400,3902,공포(호러),15세이상관람가,독립/예술영화
28,열혈검사,견자단,,(주)엔케이컨텐츠,(주)디스테이션,20250416,개봉영화,장편,중국,107,88835100,12996,32463500,4936,액션,15세이상관람가,일반영화
30,하보우만의 약속,이장호,하보우만,,(주)드림팩트엔터테인먼트,20250416,개봉영화,장편,한국,65,106661960,12079,55431300,6184,다큐멘터리,12세이상관람가,일반영화
46,더 테러 라이브 : 라스트 쇼,와타나베 카즈타카,,,롯데컬처웍스(주)롯데엔터테인먼트,20250416,개봉영화,장편,일본,38,14779400,2516,7522100,1285,범죄,12세이상관람가,일반영화
2,야당,황병국,(주)하이브미디어코프,,메가박스중앙(주) 플러스엠 엔터테인먼트,20250416,개봉영화,장편,한국,1850,14530617340,1522463,3347156680,341308,범죄,청소년관람불가,일반영화
34,하보우만의 약속,이장호,하보우만,,(주)드림팩트엔터테인먼트,20250416,개봉영화,장편,한국,65,77118300,7988,25628600,2660,다큐멘터리,12세이상관람가,일반영화
48,마리아,파블로 라라인,,판씨네마(주),판씨네마(주),20250416,개봉영화,장편,영국,273,26760600,2913,15588200,1518,드라마,15세이상관람가,독립/예술영화
63,사유리,시라이시 코지,,"(주)영화사조아,(주)트리플픽쳐스",(주)트리플픽쳐스,20250416,개봉영화,장편,일본,191,11714800,1106,3432800,340,공포(호러),15세이상관람가,독립/예술영화
81,브리짓 존스의 일기: 뉴 챕터,마이클 모리스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),20250416,개봉영화,장편,영국,495,4917000,520,2405000,233,코미디,15세이상관람가,일반영화
77,하보우만의 약속,이장호,하보우만,,(주)드림팩트엔터테인먼트,20250416,개봉영화,장편,한국,65,10283000,939,5296000,484,다큐멘터리,12세이상관람가,일반영화
96,야당,황병국,(주)하이브미디어코프,,메가박스중앙(주) 플러스엠 엔터테인먼트,20250416,개봉영화,장편,한국,"1,850",3879900,445,169000,17,범죄,청소년관람불가,일반영화
25,출동! 왕엉덩이 히어로: 털복숭이 꼬리도적단 소탕작전,리카르드 쿠소,,(주)히스토리필름,(주)팝엔터테인먼트,20250412,개봉영화,장편,호주,177,114319000,13819,18960300,2344,애니메이션,전체관람가,독립/예술영화
70,출동! 왕엉덩이 히어로: 털복숭이 꼬리도적단 소탕작전,리카르드 쿠소,,(주)히스토리필름,(주)팝엔터테인먼트,20250412,개봉영화,장편,호주,177,5780100,819,0,0,애니메이션,전체관람가,독립/예술영화
23,드라이브 인 타이페이,조지 황,,,(주)영화특별시에스엠씨,20250411,개봉영화,장편,프랑스,475,156281800,17571,55202800,6102,액션,15세이상관람가,일반영화
20,백설공주와 일곱난쟁이,,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,20250410,개봉영화,장편,미국,334,199537220,22924,36179700,4185,애니메이션,전체관람가,일반영화
97,거너,디미트리 로고데티스,,주식회사 풍경소리,주식회사 풍경소리,20250410,개봉영화,장편,미국,20,1746000,301,100000,20,액션,15세이상관람가,일반영화
99,블랙 워런트,티보 타카스,,(주)블루라벨픽쳐스,(주)블루라벨픽쳐스,20250410,개봉영화,장편,미국,20,1578000,266,100000,20,범죄,15세이상관람가,일반영화
64,백설공주와 일곱난쟁이,,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,20250410,개봉영화,장편,미국,334,7222000,1092,1633000,149,애니메이션,전체관람가,일반영화
97,백설공주와 일곱난쟁이,,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,20250410,개봉영화,장편,미국,334,2443000,430,0,0,애니메이션,전체관람가,일반영화
8,아마추어,제임스 하위스,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,20250409,개봉영화,장편,미국,728,903141350,96167,313855570,32703,액션,12세이상관람가,일반영화
18,베러맨,마이클 그레이시,,씨제이 씨지브이(CJ CGV)(주),"씨제이 씨지브이(CJ CGV)(주),찬란",20250409,개봉영화,장편,영국,418,221840800,27909,98140200,12294,뮤지컬,15세이상관람가,독립/예술영화
26,본회퍼: 목사.스파이.암살자,토드 코라르니키,,파이오니아21,파이오니아21,20250409,개봉영화,장편,미국,70,134977100,13535,45342300,4349,드라마,12세이상관람가,일반영화
40,파란,강동인,㈜투이제이스튜디오,,"(주)메리크리스마스,(주)삼백상회",20250409,개봉영화,장편,한국,125,46987900,4378,31106800,2602,미스터리,15세이상관람가,독립/예술영화
50,류이치 사카모토: 플레잉 디 오케스트라 2014,,,리벳,리벳,20250409,개봉영화,장편,일본,56,52185000,2092,31025000,1243,공연,전체관람가,일반영화
55,귀신들,황승재,주식회사인시즌,,영화로운 형제,20250409,개봉영화,장편,한국,40,15916600,1732,9482700,930,SF,12세이상관람가,독립/예술영화
76,울지 않는 아이,이혁종,주식회사 아트컨티뉴,,(주)팝엔터테인먼트,20250409,개봉영화,장편,한국,40,7182900,723,3036000,267,드라마,15세이상관람가,독립/예술영화
50,본회퍼: 목사.스파이.암살자,토드 코라르니키,,파이오니아21,파이오니아21,20250409,개봉영화,장편,미국,70,27859500,2788,16119500,1676,드라마,12세이상관람가,일반영화
66,베러맨,마이클 그레이시,,씨제이 씨지브이(CJ CGV)(주),"씨제이 씨지브이(CJ CGV)(주),찬란",20250409,개봉영화,장편,영국,418,5831500,996,2896500,483,뮤지컬,15세이상관람가,독립/예술영화
